Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	ee466827-f51e-442b-a837-a1f84b4fc595	966	966	942	Geometry	7817.8	5578.6	966	0	942	0	0	0	NaN	0	82861.5	1468.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	596bc267-c0f1-4c63-aba0-19d432a15b80	343	343	8	Geometry	4979	3386.8	343	0	8	808	609	199	24.63	11.08	17963353.5	35105.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	a541a5ea-23c1-4def-bb11-243918e280fc	1065	1065	343	Geometry	4149.2	6103.5	1065	0	343	0	0	0	NaN	0	293999.6	2402.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	066b93f0-c4c9-46c6-b816-fa4efb3f6e19	771	771	1065	Geometry	4149.2	6103.5	771	0	1065	0	0	0	NaN	0	293999.6	2402.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	f451b6e6-263e-40cb-9a46-72a7ecea0129	987	987	771	Geometry	4011.2	6057.6	987	0	771	0	0	0	NaN	0	71067.4	1208.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	f3d44c35-e572-4635-8f6b-c223385dd758	931	931	987	Geometry	4011.2	6057.6	931	0	987	0	0	0	NaN	0	71067.4	1208.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	ac0ff254-230f-414b-a3bb-4ffe880c304a	1129	1129	343	Geometry	7280.6	3745.8	1129	0	343	0	0	0	NaN	0	408651.8	2751.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	8b21af22-74f5-4ebb-8fad-caa9c39367d4	549	549	1129	Geometry	7280.6	3745.8	549	0	1129	0	0	0	NaN	0	408651.8	2751.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	65a9e5d7-0d5f-4fbc-86a7-7aa94a451c75	856	856	549	Geometry	7196.2	3864.5	856	0	549	0	0	0	NaN	0	117046.5	2121.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	2983bc06-12a1-47aa-8afa-fbe5290a42e1	51	51	856	Geometry	7186.1	3967.3	51	0	856	0	0	0	NaN	0	92823.4	1225.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	5a53179e-b1c4-4d6b-8ced-ca0bae0d384e	560581563	560581563	51	Geometry	7186.1	3967.3	560581563	0	51	0	0	0	NaN	0	92823.4	1225.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	a630f30c-5b31-4615-85a5-75111bb68d33	138	138	856	Geometry	7235.7	3471.4	138	0	856	0	0	0	NaN	0	24223	895.88
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	c748f603-0693-48d4-ad71-9abd43563ba0	1029	1029	138	Geometry	7036.1	3636.3	1029	0	138	0	0	0	NaN	0	3897.1	329.64
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	917f9315-d51d-41a5-b9b9-a5c8eb123ab3	325	325	138	Geometry	7274.3	3440.1	325	0	138	0	0	0	NaN	0	20325.6	566.25
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	d2cfe4f7-1c50-4456-83f5-76fc58e198ca	864	864	549	Geometry	7379	3678.7	864	0	549	0	0	0	NaN	0	214761.9	2637.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	7a005f60-2b81-44d2-9e69-756ff8ebd8de	1044	1044	864	Geometry	7179.4	4192.8	1044	0	864	0	0	0	NaN	0	23106.9	733.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	445b9947-2569-4e0f-b151-ee1ee2d86dd1	1008	1008	864	Geometry	7403.3	3616.9	1008	0	864	0	0	0	NaN	0	191654.7	1903.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	f50a71c0-469d-4264-bb7f-c19ec221a52e	475	475	1008	Geometry	7403.3	3616.9	475	0	1008	0	0	0	NaN	0	191654.7	1903.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	e65220d6-13b4-4c07-8c3a-5ddaf5fa0d5e	1072	1072	475	Geometry	7431.6	3426.1	1072	0	475	0	0	0	NaN	0	76814.9	1187.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	e73197fe-f8bf-44e5-8e09-321813b989d6	1079	1079	475	Geometry	7441.1	3760.4	1079	0	475	0	0	0	NaN	0	74266.1	1044.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	4adbf60c-7b21-4bb1-ab35-967dfbba0578	1088	1088	475	Geometry	7280.6	3716.1	1088	0	475	0	0	0	NaN	0	40573.5	963
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	33114f21-79e1-4b42-b91c-922b2ea958c4	313	313	343	Geometry	4938.6	3332	313	0	343	808	609	199	24.63	11.53	17260702.2	33351.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	174ef60a-4c15-4064-8e57-20cffb71c804	323	323	313	Geometry	5010.2	3284.8	323	0	313	808	609	199	24.63	15.77	12615843.7	35960.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	245c4764-3776-4d96-9608-a57ed7a1bffd	35	35	323	Geometry	4965.2	3716	35	0	323	0	0	0	NaN	0	60761	1295.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	2b6d6a02-461d-4d49-b5d9-5ab32043835c	128	128	323	Geometry	4921.3	3700.9	128	0	323	0	0	0	NaN	0	3633264.7	17008.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	685320cc-412f-4f1b-8a71-02d29b13c222	607344830	607344830	323	Geometry	4920	5143.9	607344830	0	323	0	0	0	NaN	0	49902.7	1974.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	060f89e2-1db9-4cdd-a817-a99f04c4a2b1	214	214	323	Geometry	4979.7	4226.6	214	0	323	0	0	0	NaN	0	1056880.7	5293.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	0ebf03fd-84fa-485c-9407-790180cd5309	749	749	323	Geometry	5467.3	4828.3	749	0	323	0	0	0	NaN	0	141655.2	2246.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	b17d1676-5dcf-47ab-a188-eaf060e42f01	246	246	323	Geometry	3881.5	4697.6	246	0	323	0	0	0	NaN	0	144307.3	1861.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	ee451a29-9cf2-4f5f-ad9d-6bf9bc0776ef	795	795	323	Geometry	5021.1	2830.2	795	0	323	808	609	199	24.63	110.38	1802918.6	6655.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	be6955b9-44cd-4a2e-9c3c-ad65f0f35cb9	294	294	323	Geometry	5093.8	2151.6	294	0	323	0	0	0	NaN	0	4188531.6	11443.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	6e48d648-99aa-43c1-9d15-a475f4b3b20a	10	10	294	Geometry	5169.1	1889.9	10	0	294	0	0	0	NaN	0	1456666.5	11930.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	e6ab3990-e954-44c8-b7f3-ecb7e562a479	17	17	294	Geometry	5103	2221.9	17	0	294	0	0	0	NaN	0	1576872	10226
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	0baad604-54ac-46b8-8283-80685cc07803	26	26	294	Geometry	4974.8	2392.5	26	0	294	0	0	0	NaN	0	953763.8	7909.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	14e68277-788e-4aa1-abbb-750592b7a314	42	42	294	Geometry	5040.7	2353.6	42	0	294	0	0	0	NaN	0	201227.5	5411.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	9e31c1ac-4370-4850-b09b-308dd30bbe5f	381	381	323	Geometry	5071.6	4946.8	381	0	323	0	0	0	NaN	0	1508889.3	9418.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	71c5e2c0-aa2f-495d-9469-d659e3c5e812	975	975	323	Geometry	4977.9	3640.6	975	0	323	0	0	0	NaN	0	28716.3	696.51
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	c37bceda-175d-4be2-8525-8c9df9357a58	339	339	313	Geometry	5067.1	1481.1	339	0	313	0	0	0	NaN	0	1665213.6	12047.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	49716e10-8ea5-4d35-927d-ba6ee803477c	580	580	339	Geometry	4308.2	3179.2	580	0	339	0	0	0	NaN	0	223212.1	3222.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	c139e373-cfed-4fd4-a4a1-3c4a1470b977	302	302	339	Geometry	5184.6	1218.3	302	0	339	0	0	0	NaN	0	1442000.9	8825.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	5dee980c-68b7-42a8-97e0-5d4f032f72a1	834	834	302	Geometry	5190	1100	834	0	302	0	0	0	NaN	0	198475.2	9688
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	501f0d49-7bba-415c-aff8-0d652540d937	842	842	302	Geometry	5189.7	1163.4	842	0	302	0	0	0	NaN	0	821777	8749.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	f68227ef-9f58-4af5-b49e-cee4ef02e67d	851	851	302	Geometry	5172	1380.8	851	0	302	0	0	0	NaN	0	421746	8197.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	903e372f-8a13-40ff-998f-91abdb7fd311	348	348	313	Geometry	4817	5152.6	348	0	313	0	0	0	NaN	0	989783.1	8673.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	b1919d9c-26a6-43f5-9418-a588fcbda818	165	165	348	Geometry	4853.6	5200.6	165	0	348	0	0	0	NaN	0	813027.4	5065.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	c86f7886-c83d-4491-a4b7-925377a96c46	12	12	165	Geometry	4884.4	4831	12	0	165	0	0	0	NaN	0	142348.1	1517.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	4260cacc-4a4d-407f-95bc-ddc69454104c	100	100	165	Geometry	4835.8	5426.2	100	0	165	0	0	0	NaN	0	597489.4	2899.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	c1e07d11-4a03-4815-905a-d56511bb84ab	607344850	607344850	100	Geometry	4830.4	5546.7	607344850	0	100	0	0	0	NaN	0	64537.6	1844.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	5b1feafb-26ff-4a7e-be3e-fde3dcbde3e3	607344854	607344854	100	Geometry	4861.5	5073.1	607344854	0	100	0	0	0	NaN	0	42939.9	1266.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	1447dc30-e8c5-47d4-815b-18acaf0132a8	607344858	607344858	100	Geometry	4862.9	5273.8	607344858	0	100	0	0	0	NaN	0	77187.4	1651.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	80908864-6da7-4cf0-a281-c78881245e5f	607344834	607344834	100	Geometry	4856.2	5225.3	607344834	0	100	0	0	0	NaN	0	103016.4	1306.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	a335de8e-d155-4c4c-adfd-8b82d27ed622	607344838	607344838	100	Geometry	4824.6	5596.8	607344838	0	100	0	0	0	NaN	0	163939.1	1610.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	a21645ca-303a-4eae-a2ba-984e0c692ef0	607344842	607344842	100	Geometry	4870.8	4976.6	607344842	0	100	0	0	0	NaN	0	3653.3	452.06
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	0372cd18-f56f-47ce-a4dd-23fe0bea8192	607344846	607344846	100	Geometry	4812.4	5523.2	607344846	0	100	0	0	0	NaN	0	139874.6	2733.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	62fa29d5-91e9-4fa3-ae03-8f8088fc0449	197	197	165	Geometry	4941.1	4081.9	197	0	165	0	0	0	NaN	0	73190	1324.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	03f1f3b7-755d-4b10-9322-3a82f3dee005	374	374	348	Geometry	4648.6	4931.7	374	0	348	0	0	0	NaN	0	176755.8	3607.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	f4aba5bf-ddfc-4730-b8a9-3e227ca8c118	73	73	997	Geometry	5036.9	2869.3	73	0	997	0	0	0	NaN	0	5511.5	271.45
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	d624c781-7679-4d53-ae61-250174450e8f	140	140	73	Geometry	5036.9	2869.3	140	0	73	0	0	0	NaN	0	5511.5	271.45
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	22f8fd06-a1dd-4c53-a11f-61bb06003318	1009	1009	997	Geometry	5004.3	3855.2	1009	0	997	0	0	0	NaN	0	3431628	57315.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	cddd6fdd-4148-41a0-8ebb-11ae000c9db6	967	967	1009	Geometry	4681.8	4438.4	967	0	1009	0	0	0	NaN	0	586295.1	13451.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	8d228005-0034-4c60-b0af-2c461f6b7e65	792	792	967	Geometry	4867.4	5219.4	792	0	967	0	0	0	NaN	0	355434.4	4199.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	cedf8d6b-8574-44d1-b34a-819f481e844a	932	932	792	Geometry	4867.4	5219.4	932	0	792	0	0	0	NaN	0	355434.4	4199.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	4b6210f9-c895-47fc-b99c-a585f0b61ed9	697	697	932	Geometry	4867.4	5219.4	697	0	932	0	0	0	NaN	0	355434.4	4199.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	ed2687dd-fb16-40f2-8aad-2e62bc8e7362	832	832	967	Geometry	5634	4649.5	832	0	967	0	0	0	NaN	0	40823.9	2492.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	a22e2320-34f7-4a90-a99d-f92ab70ed885	62	62	832	Geometry	4947.3	3824.6	62	0	832	0	0	0	NaN	0	16629.7	1422.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	bf04f233-e9c9-4e86-be67-c1eaea7e5ea0	848	848	967	Geometry	5583.6	2348.6	848	0	967	0	0	0	NaN	0	43283.3	3604.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	43712edb-3e66-450a-81fb-d18d8aa17aff	916	916	848	Geometry	5583.6	2348.6	916	0	848	0	0	0	NaN	0	43283.3	3604.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	d36f2d75-0f96-4cb2-ba55-8cfcd8eac60e	933	933	967	Geometry	3701.5	3104.2	933	0	967	0	0	0	NaN	0	146753.6	3174.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	2a006c68-4418-41f5-9c6e-869a45345d66	948	948	933	Geometry	3701.5	3104.2	948	0	933	0	0	0	NaN	0	146753.6	3174.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	b211640f-c6c8-433a-a2c6-5e2e6dc64abc	482	482	948	Geometry	3701.5	3104.2	482	0	948	0	0	0	NaN	0	146753.6	3174.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	d8975485-faab-4de3-85e7-4d2ad0ec1c31	983	983	1009	Geometry	5295.6	4011.1	983	0	1009	0	0	0	NaN	0	1737716.6	34619
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	c4b76140-dfe8-4dea-95bf-8e488c30463c	776	776	983	Geometry	5126.2	3172.8	776	0	983	0	0	0	NaN	0	656452.7	26301
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	96634c72-b878-49a9-bf5f-c4cd16820382	956	956	776	Geometry	4063.9	4281.8	956	0	776	0	0	0	NaN	0	312173.1	14771
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	b2f955c3-f918-4312-bc6c-4bfa3c09a4f4	579	579	956	Geometry	4063.9	4281.8	579	0	956	0	0	0	NaN	0	312173.1	14771
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	80720122-7f8f-4b0d-bea2-06ffd971ab25	971	971	776	Geometry	6089.3	2167.2	971	0	776	0	0	0	NaN	0	344279.6	12060
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	bb37d402-7e7e-4966-94d7-8277ccb73e2f	784	784	983	Geometry	5114.8	5407.7	784	0	983	0	0	0	NaN	0	758195.7	9834
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	85055c71-013d-49ed-aa8f-9080a017dbd7	924	924	784	Geometry	5114.8	5407.7	924	0	784	0	0	0	NaN	0	758195.7	9834
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	b15ae374-6e36-4967-b921-2cae0f264393	896	896	983	Geometry	6064	2437.1	896	0	983	0	0	0	NaN	0	323068.1	12457.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	f9196e82-700f-4101-9c3e-1fc997ebe3c4	484682520	484682520	896	Geometry	5821.3	2391.8	484682520	0	896	0	0	0	NaN	0	299046.1	11108.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	ccb1a092-719d-4870-aa20-2c5fb4ce3703	484682524	484682524	896	Geometry	9086.2	3000.3	484682524	0	896	0	0	0	NaN	0	24022.1	1822.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	e7ba09c7-8606-400a-a674-a4576b6f9f79	991	991	1009	Geometry	4695.9	2980.4	991	0	1009	0	0	0	NaN	0	771413.3	29053
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	1512835b-1ec4-4922-a0a6-c5e32ddff2a3	768	768	991	Geometry	4669.2	2868.1	768	0	991	0	0	0	NaN	0	716390.7	26231.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	de25eb9a-3b98-4460-868c-c6e868ad8d29	1099	1099	768	Geometry	4669.2	2868.1	1099	0	768	0	0	0	NaN	0	716390.7	26231.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	942a4005-35a4-4e98-beb9-5a4d0050b44f	618	618	1099	Geometry	4420.2	2082.5	618	0	1099	0	0	0	NaN	0	428268.8	4415.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	01f30420-2022-4ac1-8a3a-6d7bdfb318e5	443	443	618	Geometry	4420.2	2082.5	443	0	618	0	0	0	NaN	0	428268.8	4415.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	c5cab711-eb62-4b8a-a1e7-9c7efa777b49	466	466	1099	Geometry	5039.3	4036	466	0	1099	0	0	0	NaN	0	288121.8	22985.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	20d4e5ed-1b8f-49b4-b5a1-e25f3d849e65	824	824	991	Geometry	5042.3	4442.1	824	0	991	0	0	0	NaN	0	55022.6	2821.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	50acbff6-ae1f-490a-bdc1-a8d88fc79849	46	46	824	Geometry	5042.3	4442.1	46	0	824	0	0	0	NaN	0	55022.6	2821.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	4dfe2300-b15b-4fcf-b130-dc6ef240e199	673	673	46	Geometry	5560.4	5380.9	673	0	46	0	0	0	NaN	0	10141.9	757.82
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	7fd6b275-0ad1-4286-b140-f6953118fd9c	681	681	46	Geometry	4925.4	4230	681	0	46	0	0	0	NaN	0	44880.6	2064
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	38801af8-4938-4c64-895c-e34650f86f33	1000	1000	1009	Geometry	4845.1	4640.4	1000	0	1009	0	0	0	NaN	0	269771.8	5820.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	ae03425d-0f8a-4bff-9b71-626852bd1f82	863	863	1000	Geometry	4834.2	4713.9	863	0	1000	0	0	0	NaN	0	211624.2	3202.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	3ac25ef2-adca-4b95-a368-72c8358e6e65	397	397	863	Geometry	4923	4514.8	397	0	863	0	0	0	NaN	0	57787.2	912.72
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	a18d6aff-fea3-4176-b5c2-22fbddda5ea1	877	877	1000	Geometry	4884.6	4372.8	877	0	1000	0	0	0	NaN	0	58147.5	2617.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	942d01f9-fc9f-4baf-a855-286714fd13cf	1043	1043	877	Geometry	4880.2	4389.6	1043	0	877	0	0	0	NaN	0	54723	1765.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	b427afda-5029-4d45-9fa9-43e53f389f67	1060	1060	877	Geometry	4956.3	4103.6	1060	0	877	0	0	0	NaN	0	3424.5	851.64
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	3a09f6d0-7a92-484a-a9e7-b4738c3d9da8	484682512	484682512	1009	Geometry	4320.9	1513.9	484682512	0	1009	0	0	0	NaN	0	58194.8	2602.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	14354698-804f-4ed5-8417-8332a724b147	dmPAG		Image	Polygon	5023.1	2380.7	NaN	NaN	NaN	101	82	19	18.81	48.37	392802.2	2659.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	c102f1c8-5e4f-4567-8558-4ee3fcb640ae	dlPAG-r		Image	Polygon	5459.2	2585.5	NaN	NaN	NaN	85	72	13	15.29	58.75	221278.4	2140.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	0e1c727f-aa7a-4009-94db-623a608d20a7	dlPAG-l		Image	Polygon	4616.2	2576	NaN	NaN	NaN	101	83	18	17.82	89.54	201028.1	2071.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	bcb8d29b-c6c5-4edc-b24d-03154f905ae6	lPAG-l		Image	Polygon	4523.2	2932.9	NaN	NaN	NaN	157	133	24	15.29	86.63	277029.7	2196
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	22118582-133f-4f05-99af-6303620fe1e8	lPAG-r		Image	Polygon	5516.1	2973.5	NaN	NaN	NaN	119	104	15	12.61	54.41	275698	2161.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	cef6ba5b-91fc-463c-95b2-a259fd62310c	vlPAG-l		Image	Polygon	4756	3315.9	NaN	NaN	NaN	150	87	63	42	281.64	223691.9	2063.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 1.ome.tif	4777f8dd-ec16-4340-a406-31117992bf24	vlPAG-r		Image	Polygon	5234.1	3336.1	NaN	NaN	NaN	95	48	47	49.47	228.3	205871.8	1987.2
