Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	96188aa6-571c-4867-8c40-b029eac68e17	Annotation	VISpor4	VISpor4	VISpor	Geometry	711.72	1214.9	312782640	0	312782628	0	0	0	NaN	0	318.24	86.46
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	99f4eddb-edd1-4ff8-86d1-c8678b7a12ce	Annotation	VISp	VISp	VIS	Geometry	4666.2	307.03	385	0	669	0	0	0	NaN	0	2565151.1	11083.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	7d4b9761-6d51-477b-9b3c-0cbf735ed07e	Annotation	VISp5	VISp5	VISp	Geometry	4312.3	565.54	778	0	385	0	0	0	NaN	0	540979.3	6701.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	aa83859e-fb76-4fc2-a84f-a3066f1b1906	Annotation	VISp6a	VISp6a	VISp	Geometry	2098.4	847.65	33	0	385	0	0	0	NaN	0	59767.2	1775
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	8292ea11-cd98-4c63-a067-66abf56c916b	Annotation	VISp2/3	VISp2/3	VISp	Geometry	4792.3	232.29	821	0	385	0	0	0	NaN	0	886176	9746.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	df3f5fdf-3c42-4bfe-8479-5c6b505166c6	Annotation	VISp1	VISp1	VISp	Geometry	4981.2	77.97	593	0	385	0	0	0	NaN	0	643693.5	10707.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a1523653-6611-4604-85ba-ce0e602e4310	Annotation	VISp4	VISp4	VISp	Geometry	4735.9	402.68	721	0	385	0	0	0	NaN	0	434534.4	7827.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	07f80d70-824a-4ec0-956a-d73f1180d407	Annotation	VISl	VISl	VIS	Geometry	2198.5	741.03	409	0	669	0	0	0	NaN	0	129374.5	2239.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	cc4ef66b-15a0-4862-a849-9416cabce662	Annotation	VISl4	VISl4	VISl	Geometry	1165.1	897.43	573	0	409	0	0	0	NaN	0	2828.9	345.99
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	8a8a8e6d-4bbc-496f-bbc2-d351f258bd56	Annotation	VISl1	VISl1	VISl	Geometry	3052.6	664.03	421	0	409	0	0	0	NaN	0	73160.9	1834.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	7716cd4e-8629-4dd6-9326-9bf8f5b54654	Annotation	VISl2/3	VISl2/3	VISl	Geometry	1082.9	838.28	973	0	409	0	0	0	NaN	0	53384.7	1149.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	7af47b40-0a82-4081-a5e9-0c1fda8b7ea3	Annotation	VISpl	VISpl	VIS	Geometry	5234.5	931.92	425	0	669	0	0	0	NaN	0	1176962.8	8431.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a62a90e4-747b-4471-8952-f1b163d3c3d7	Annotation	VISpl2/3	VISpl2/3	VISpl	Geometry	6393.2	767.25	269	0	425	0	0	0	NaN	0	166069.3	2698.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a13d9452-6027-4358-bafd-b18bb66fa67a	Annotation	VISpl4	VISpl4	VISpl	Geometry	4827.4	881.41	869	0	425	0	0	0	NaN	0	90573	3016.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	20a30a15-36c5-495e-9650-b4360c19f1b3	Annotation	VISpl6a	VISpl6a	VISpl	Geometry	1760.9	1137.4	377	0	425	0	0	0	NaN	0	210381.8	3174.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	8d40afdf-f83f-4c36-81ed-20a080db314e	Annotation	VISpl5	VISpl5	VISpl	Geometry	5892.3	947.34	902	0	425	0	0	0	NaN	0	637327.3	5948.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	4a4d7cfe-7d1c-49d6-979f-6aca7bd2deb6	Annotation	VISpl1	VISpl1	VISpl	Geometry	7382.3	640.81	750	0	425	0	0	0	NaN	0	72611.4	1818.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	b4b85b14-4f73-4009-86dd-ddb4c8c56a2f	Annotation	RSP	RSP	Isocortex	Geometry	4942.3	531.37	254	0	315	0	0	0	NaN	0	1378297.6	9940.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c335225f-9da3-4200-b3d4-b01bf7893672	Annotation	RSPd	RSPd	RSP	Geometry	4884.6	656.71	879	0	254	0	0	0	NaN	0	735840.7	8016.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	389f5a08-9e4a-4169-8903-3f6c9f49bada	Annotation	RSPd6a	RSPd6a	RSPd	Geometry	2285.1	1041.1	274	0	879	0	0	0	NaN	0	20981.4	1153.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	bcc95c19-c33f-4f47-aab7-5254915eab45	Annotation	RSPd5	RSPd5	RSPd	Geometry	4681.3	755.67	610	0	879	0	0	0	NaN	0	240483	4032
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a6ad1a52-c1e8-4cc9-8b4e-86341c20c4ac	Annotation	RSPd2/3	RSPd2/3	RSPd	Geometry	5054.7	613.42	434	0	879	0	0	0	NaN	0	212018.8	4443.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	57b66b28-215e-4713-940c-44421da7f37a	Annotation	RSPd1	RSPd1	RSPd	Geometry	5141.3	570.28	442	0	879	0	0	0	NaN	0	262357.5	5397.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	2e2df175-3c41-4bdf-a3a8-516657a26505	Annotation	RSPagl	RSPagl	RSP	Geometry	5008.5	387.8	894	0	254	0	0	0	NaN	0	642456.9	8064.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	d33bd9df-1c28-4baa-b3fc-e341d4ce2fcb	Annotation	RSPagl5	RSPagl5	RSPagl	Geometry	5510.9	503.95	774	0	894	0	0	0	NaN	0	241519.2	3866.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	49c0ebb2-4d29-4c5a-b19e-9e836793966c	Annotation	RSPagl6a	RSPagl6a	RSPagl	Geometry	2370.3	834.32	906	0	894	0	0	0	NaN	0	77520.7	1468.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	ed74adf2-52c9-48e4-a8f9-69a5eb57f3d8	Annotation	RSPagl1	RSPagl1	RSPagl	Geometry	5154.1	126.25	671	0	894	0	0	0	NaN	0	152604.1	2307.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	95192804-a2c8-4011-99ba-28756291813f	Annotation	RSPagl2/3	RSPagl2/3	RSPagl	Geometry	5365.3	254.74	965	0	894	0	0	0	NaN	0	170813.5	2694.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	68aae74e-b9e8-48f5-accb-bdc36f0b9538	Annotation	HPF	HPF	CTXpl	Geometry	4421.4	2357.1	1089	0	695	0	0	0	NaN	0	9770732.8	19390.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	9953a663-c32a-4535-a244-a415b2d46db9	Annotation	RHP	RHP	HPF	Geometry	4421.4	2357.1	822	0	1089	0	0	0	NaN	0	9770732.8	19390.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	1ee1fadd-a481-49b6-82cc-e05a86b22974	Annotation	PAR	PAR	RHP	Geometry	4391.3	1838.1	843	0	822	0	0	0	NaN	0	940802.3	8083.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	6ab32317-d4fa-49a5-8f27-8ee58ef04273	Annotation	ENT	ENT	RHP	Geometry	4451.6	2509.3	909	0	822	0	0	0	NaN	0	8138123.6	15726.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	f2689da3-c484-40d5-8d9e-ace93a86e33f	Annotation	ENTl	ENTl	ENT	Geometry	2333	2451.2	918	0	909	0	0	0	NaN	0	1833215.3	9431.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a2d66d12-0d1c-43f0-8548-31bc4dc0620c	Annotation	ENTl2	ENTl2	ENTl	Geometry	3159.3	2434.7	20	0	918	0	0	0	NaN	0	665411.3	7454.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	177f76b3-1dae-4e44-b158-2b2d757de759	Annotation	ENTl6a	ENTl6a	ENTl	Geometry	407.84	2199	28	0	918	0	0	0	NaN	0	5347.4	1210.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	6caecf03-31b5-42a5-87e3-252592cdf1c2	Annotation	ENTl3	ENTl3	ENTl	Geometry	-25.4627	2497.6	52	0	918	0	0	0	NaN	0	289353.5	3771.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	0bf6db9a-68da-46e3-9cdd-2dbb63fabe7c	Annotation	ENTl1	ENTl1	ENTl	Geometry	4039.5	2577.7	1121	0	918	0	0	0	NaN	0	517043.2	7495.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	0ee6d93f-3b1f-4ca4-bb44-08d0355fe033	Annotation	ENTl5	ENTl5	ENTl	Geometry	256.65	2265	139	0	918	0	0	0	NaN	0	356060	3771
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	49ed121c-0697-4e1b-8762-8057a9bb6c73	Annotation	ENTm	ENTm	ENT	Geometry	5067.6	2526.1	926	0	909	0	0	0	NaN	0	6304908.3	14867.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	9f196317-4d70-49a4-b96b-badc28fbfe31	Annotation	ENTm1	ENTm1	ENTm	Geometry	5697.2	3199	526	0	926	0	0	0	NaN	0	1026414.1	12539.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	fffc1298-d193-4f11-9856-c047858b1818	Annotation	ENTm2	ENTm2	ENTm	Geometry	5886.2	2761.3	543	0	926	0	0	0	NaN	0	1543593.5	16709.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	9ac08a27-0363-4e7f-a722-ea6a7cf7128f	Annotation	ENTm3	ENTm3	ENTm	Geometry	5900.5	2271.2	664	0	926	0	0	0	NaN	0	1843769	16004.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	721800a1-f43c-4c77-a7e5-b4882e3d2420	Annotation	ENTm5	ENTm5	ENTm	Geometry	3871.9	2191.4	727	0	926	0	0	0	NaN	0	1535643.6	10785.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a502a37d-dcad-4a6a-a8a8-e58cebc06b96	Annotation	ENTm6	ENTm6	ENTm	Geometry	537.73	2330.6	743	0	926	0	0	0	NaN	0	355415.3	2871.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	5c58d9d6-fe41-4372-99d7-2b52524ad8d6	Annotation	APr	APr	RHP	Geometry	4108.1	1272.7	484682508	0	822	0	0	0	NaN	0	691807.1	5168.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	638a5719-52b5-4df1-8684-bb9950b80a8d	Annotation	BS	BS	grey	Geometry	5090.6	3131.3	343	0	8	999	759	240	24.02	9.532	25177497.7	63644.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	f14cc249-3e06-4949-a119-76908f8ff79d	Annotation	HB	HB	BS	Geometry	5029.3	4497.3	1065	0	343	0	0	0	NaN	0	11242218.4	45897.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	ef1ff29e-e50f-477a-9837-0615e7f96365	Annotation	P	P	HB	Geometry	5011.2	4452.2	771	0	1065	0	0	0	NaN	0	10582174.7	41489.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	93d7d0ae-734b-4804-866f-a3a270c11f1a	Annotation	P-sat	P-sat	P	Geometry	4953.5	4153.5	1117	0	771	0	0	0	NaN	0	2308904.1	11357.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	745c18bf-e947-4805-803d-8e8c83bf1a93	Annotation	PRNr	PRNr	P-sat	Geometry	4935.5	4161.9	146	0	1117	0	0	0	NaN	0	1746159.3	7934.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	9987956b-fad0-4f29-86e8-9ce409bae4aa	Annotation	CS	CS	P-sat	Geometry	5002.9	4145.7	679	0	1117	0	0	0	NaN	0	478204.3	4783
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	c58ebe96-a465-4c61-82b2-4c57f92fe5a2	Annotation	RPO	RPO	P-sat	Geometry	5046.6	4024.4	238	0	1117	0	0	0	NaN	0	84396.9	1358.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	f9f0472a-9e3a-48c7-b201-fefc00005e7d	Annotation	P-sen	P-sen	P	Geometry	5069.1	4437	1132	0	771	0	0	0	NaN	0	2819870.7	20877.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	af2a2532-05b3-40a8-a58d-db6a62d38fc7	Annotation	PSV	PSV	P-sen	Geometry	5308.7	4442.4	7	0	1132	0	0	0	NaN	0	884089.7	5750.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	452577cf-2d81-4331-a823-cf58b028fcf9	Annotation	PB	PB	P-sen	Geometry	5832.4	3510.4	867	0	1132	0	0	0	NaN	0	425934.9	4164.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	4d885bce-023f-46d0-be5a-6868bbb5a316	Annotation	KF	KF	PB	Geometry	7667.8	3696.8	123	0	867	0	0	0	NaN	0	20611.6	535.69
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	40cb52d0-e521-4ee3-985a-05ddf87b0ab4	Annotation	NLL	NLL	P-sen	Geometry	4415.5	2995.5	612	0	1132	0	0	0	NaN	0	458506.9	3672.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	cea51511-a9c9-48c9-9cb0-4cd9c8f2fc2c	Annotation	SOC	SOC	P-sen	Geometry	4843.4	5436.5	398	0	1132	0	0	0	NaN	0	1051339.3	7290.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	f8d19995-a127-4d57-9cdb-973cc881a8fd	Annotation	SOCm	SOCm	SOC	Geometry	4755.7	5444.1	105	0	398	0	0	0	NaN	0	301471.1	3150.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	02f0523e-820f-42b9-b7f5-dd8298fce7a9	Annotation	SOCl	SOCl	SOC	Geometry	5004.2	5295.7	114	0	398	0	0	0	NaN	0	477333.1	4369
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	1342e1dd-e54a-4e21-ace7-a638cafe4b3f	Annotation	POR	POR	SOC	Geometry	4658.6	5674.8	122	0	398	0	0	0	NaN	0	272535	4131.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	e177caaa-b583-4cae-b328-35cef948fa27	Annotation	P-mot	P-mot	P	Geometry	5012.7	4630.4	987	0	771	0	0	0	NaN	0	3251635.4	17609.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	e335b7ae-0905-40f3-adab-7c1dc183c72a	Annotation	SUT	SUT	P-mot	Geometry	5057.7	3842.6	534	0	987	0	0	0	NaN	0	454552.2	4364.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	b31b7420-546f-468a-82ab-ce6435768e3b	Annotation	TRN	TRN	P-mot	Geometry	4428.3	4840.1	574	0	987	0	0	0	NaN	0	14142.3	558.64
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	913bac74-6784-48bb-8cea-625f2776c284	Annotation	PRNc	PRNc	P-mot	Geometry	4878.5	4975.3	1093	0	987	0	0	0	NaN	0	1895902.8	9362.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	041a7b08-50af-4423-a065-c79f3e11c435	Annotation	V	V	P-mot	Geometry	5300	4228	621	0	987	0	0	0	NaN	0	333892.3	3247.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	a8a7ccc5-44b1-4516-a59d-c4da9bdf1e90	Annotation	P5	P5	P-mot	Geometry	5129.8	4299.3	549009215	0	987	0	0	0	NaN	0	470350.1	4306.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	82857c84-25d6-441a-852e-034c658486a6	Annotation	PC5	PC5	P-mot	Geometry	6115.5	4524.9	549009223	0	987	0	0	0	NaN	0	82795.6	2494.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	bfa2d7f3-ffda-486f-b475-e9863f6aaead	Annotation	MY	MY	HB	Geometry	5320.3	5220	354	0	1065	0	0	0	NaN	0	660583.7	11153
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	1caac92a-c2c3-4249-bb19-998b90c63398	Annotation	MY-sat	MY-sat	MY	Geometry	4678.2	5152.7	379	0	354	0	0	0	NaN	0	75692.3	1271.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	4b0faf83-d2d7-411d-8096-b68af473b7d2	Annotation	RM	RM	MY-sat	Geometry	4678.2	5152.7	206	0	379	0	0	0	NaN	0	75692.3	1271.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	0a11e56b-c7f0-4c14-86fc-ebc0b1aca73f	Annotation	MY-sen	MY-sen	MY	Geometry	5443.8	5170.6	386	0	354	0	0	0	NaN	0	327834.7	4825.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	7fc8914a-e045-4703-a601-216f40ca2e17	Annotation	CN	CN	MY-sen	Geometry	7222.4	4369.9	607	0	386	0	0	0	NaN	0	104716.9	1885
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	eeda3ae3-3c00-4962-8f16-78b39eee9759	Annotation	VCO	VCO	CN	Geometry	7222.4	4369.9	101	0	607	0	0	0	NaN	0	104716.9	1885
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	52efdbfb-4bc7-4bca-9de1-8a7adb99ee18	Annotation	NTB	NTB	MY-sen	Geometry	4609.1	5546.4	642	0	386	0	0	0	NaN	0	223117.8	2940.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	1b1d2d9f-b5e3-49b7-94fb-75cbb6bd73be	Annotation	MB	MB	BS	Geometry	5140	2029.3	313	0	343	999	759	240	24.02	17.22	13935279.3	28678.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	d1a1dfd6-526a-417d-86f2-ee24d2059487	Annotation	MBmot	MBmot	MB	Geometry	5219.5	2067.8	323	0	313	999	759	240	24.02	30.85	7779565.7	25857.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	8f47524f-4d17-454f-8f52-db188358a2df	Annotation	PAG	PAG	MBmot	Geometry	5268.5	2178.7	795	0	323	998	758	240	24.05	69.01	3477708.6	10982.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	863a5c74-77db-42b8-a589-19b92ac1dbd2	Annotation	SCm	SCm	MBmot	Geometry	5197.3	1035.7	294	0	323	0	0	0	NaN	0	2229117.1	8317.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	7acd2974-e35c-4817-bc2c-ef8ae58f4da1	Annotation	SCig	SCig	SCm	Geometry	5214.5	693.72	10	0	294	0	0	0	NaN	0	431794.5	6295.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	de9a7b17-bcd9-4e22-bc8d-4baa96a86242	Annotation	SCiw	SCiw	SCm	Geometry	5183.5	929.15	17	0	294	0	0	0	NaN	0	792549.1	6711.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	0c7673b3-8c55-425b-a24d-6e65bd8b6df1	Annotation	SCdg	SCdg	SCm	Geometry	5181.1	1234	26	0	294	0	0	0	NaN	0	773272	6734.4
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	51457c5a-b1e9-430a-ab69-4949615e4173	Annotation	SCdw	SCdw	SCm	Geometry	5263	1373.8	42	0	294	1	1	0	0	0	231502.2	5704.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	d018cd89-c38a-44b9-b916-3e5cb52c0fc3	Annotation	CUN	CUN	MBmot	Geometry	5174.5	2521	616	0	323	0	0	0	NaN	0	932641.9	5493.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	1ca3ee85-4be0-44eb-85d7-96e6b1785c0e	Annotation	MRN	MRN	MBmot	Geometry	5152.5	3351.8	128	0	323	0	0	0	NaN	0	1020250.4	12638.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	8821fb75-470b-4313-88c1-79c1a77b0500	Annotation	VTN	VTN	MBmot	Geometry	5141	3597.6	757	0	323	0	0	0	NaN	0	119259.6	1798.6
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	127b9caf-6c82-4237-acb9-658c9f1fc3f5	Annotation	MBsen	MBsen	MB	Geometry	5097.3	1196.1	339	0	313	0	0	0	NaN	0	2674352	14483.2
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	f837fbb2-a4f8-4e2e-a511-9c0d44b10f1d	Annotation	IC	IC	MBsen	Geometry	5024.5	1589.2	4	0	339	0	0	0	NaN	0	1746139.9	7441.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	6e85e381-6735-4592-afc3-4709693a173e	Annotation	ICc	ICc	IC	Geometry	5675	1903.8	811	0	4	0	0	0	NaN	0	171470	2241.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	dbd1e3ff-82fd-4e0c-81fe-8a63d8ca886a	Annotation	ICd	ICd	IC	Geometry	5159	1527	820	0	4	0	0	0	NaN	0	360380	4219.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	33bccaf8-1327-43a9-b689-c062ec0fd7b0	Annotation	ICe	ICe	IC	Geometry	4892.8	1563.2	828	0	4	0	0	0	NaN	0	1214290	6668.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 2.ome.tif	41a12c65-26ef-4d83-92af-b6887631608e	Annotation	SCs	SCs	MBsen	Geometry	5234.2	456.88	302	0	339	0	0	0	NaN	0	928209.4	7041.9
